0	0.989805
1	0.95363
2	0.991976
3	0.983826
4	0.966742
5	0.97917
6	0.989638
7	0.988299
8	0.961981
9	0.972161
10	0.968734
11	0.98878
12	0.961598
13	0.929434
14	0.97298
15	0.990514
16	0.951026
17	0.974176
18	0.963699
19	0.974981
20	0.776522
21	0.990028
22	0.958411
23	0.972291
24	0.936516
25	0.993809
26	0.947014
27	0.964629
28	0.972995
29	0.986654
30	0.991679
31	0.955827
32	0.987662
33	0.988
34	0.978142
35	0.90895
36	0.967496
37	0.948173
38	0.923132
39	0.954801
40	0.989513
41	0.928205
42	0.989768
43	0.968302
44	0.991821
45	0.945407
46	0.989978
47	0.919843
48	0.991918
49	0.989788
50	0.987651
51	0.932081
52	0.993212
53	0.902707
54	0.965927
55	0.974442
56	0.968745
57	0.990383
58	0.971608
59	0.967438
60	0.942693
61	0.984147
62	0.989534
63	0.975182
64	0.954525
65	0.928686
66	0.976243
67	0.968141
68	0.989704
69	0.967153
70	0.96492
71	0.9602
72	0.963902
73	0.986064
74	0.969039
75	0.959473
76	0.966898
77	0.983956
78	0.961144
79	0.95017
80	0.919851
81	0.984309
82	0.989842
83	0.971262
84	0.942573
85	0.991002
86	0.990539
87	0.979159
88	0.972943
89	0.988322
90	0.987186
91	0.971369
92	0.968896
93	0.989218
94	0.950966
95	0.953586
96	0.974734
97	0.99042
98	0.973688
99	0.947113
100	0.942241
101	0.979251
102	0.982458
103	0.979541
104	0.960965
105	0.983306
106	0.980992
107	0.988169
108	0.981325
109	0.962925
110	0.968163
111	0.906478
112	0.990377
113	0.980673
114	0.979271
115	0.973301
116	0.980832
117	0.981235
118	0.988168
119	0.979693
120	0.978547
121	0.979144
122	0.986083
123	0.975876
124	0.857437
125	0.978278
126	0.969067
127	0.973172
128	0.966075
129	0.958984
130	0.988309
131	0.979123
132	0.974885
133	0.937589
134	0.968994
135	0.969625
136	0.963529
137	0.990909
138	0.978961
139	0.977099
140	0.970957
141	0.963529
142	0.982586
143	0.96109
144	0.972685
145	0.978482
146	0.968104
147	0.980556
148	0.985159
149	0.983251
150	0.966386
151	0.980507
152	0.980371
153	0.982442
154	0.968645
155	0.976539
156	0.984638
157	0.983467
158	0.953134
159	0.962917
160	0.976602
161	0.97756
162	0.964681
163	0.982626
164	0.981236
165	0.976903
166	0.978748
167	0.980609
168	0.970248
169	0.96674
170	0.992422
171	0.979942
172	0.972657
173	0.978188
174	0.972597
175	0.988609
176	0.988519
177	0.977229
178	0.981503
179	0.827557
180	0.973712
181	0.980256
182	0.983255
183	0.975742
184	0.981788
185	0.98192
186	0.976135
187	0.979444
188	0.961254
189	0.972319
190	0.990947
191	0.979303
192	0.973804
193	0.975428
194	0.971684
195	0.96804
196	0.969349
197	0.974113
198	0.971103
199	0.972083
200	0.984078
201	0.982532
202	0.868519
203	0.961371
204	0.973424
205	0.941415
206	0.888173
207	0.972034
208	0.986428
209	0.932717
210	0.954472
211	0.988796
212	0.957586
213	0.952244
214	0.948084
215	0.928731
216	0.90855
217	0.989939
218	0.93469
219	0.977595
220	0.968803
221	0.988807
222	0.955111
223	0.949826
224	0.973325
225	0.963498
226	0.933615
227	0.935333
228	0.944394
229	0.966072
230	0.896472
231	0.976591
232	0.985247
233	0.965926
234	0.970911
235	0.981327
236	0.962051
237	0.978015
238	0.931341
239	0.956985
240	0.919369
241	0.96664
242	0.948093
243	0.954312
244	0.971557
245	0.949164
246	0.9685
247	0.958485
248	0.963379
249	0.959116
250	0.856282
251	0.925746
252	0.974871
253	0.904433
254	0.984801
255	0.992214
256	0.985768
257	0.983654
258	0.989866
259	0.943981
260	0.989209
261	0.962985
262	0.957566
263	0.97118
264	0.964999
265	0.987681
266	0.955573
267	0.987183
268	0.942571
269	0.97651
270	0.922028
271	0.988805
272	0.990306
273	0.954967
274	0.98465
275	0.983547
276	0.989025
277	0.931976
278	0.959901
279	0.983491
280	0.925621
281	0.956344
282	0.976593
283	0.973678
284	0.888095
285	0.974125
286	0.951839
287	0.946513
288	0.977265
289	0.984692
290	0.983587
291	0.958974
292	0.98554
293	0.961784
294	0.93602
295	0.952755
296	0.960803
297	0.970818
298	0.976884
299	0.803761
300	0.96925
301	0.976281
302	0.938791
303	0.945967
304	0.957152
305	0.940644
306	0.954793
307	0.986861
308	0.956721
309	0.954195
310	0.95585
311	0.964413
312	0.975432
313	0.989333
314	0.959185
315	0.963196
316	0.985293
317	0.909736
318	0.970861
319	0.884571
320	0.957151
321	0.867332
322	0.986078
323	0.987591
324	0.931854
325	0.945437
326	0.968847
327	0.982337
328	0.940727
329	0.951653
330	0.972504
331	0.962727
332	0.961534
333	0.963936
334	0.94461
335	0.978835
336	0.977818
337	0.962428
338	0.992005
339	0.975367
340	0.961168
341	0.951405
342	0.98874
343	0.957994
344	0.97578
345	0.969319
346	0.990385
347	0.782769
348	0.95381
349	0.966301
350	0.94761
351	0.928095
352	0.968831
353	0.982948
354	0.985333
355	0.963987
356	0.984855
357	0.982409
358	0.953897
359	0.963592
360	0.9722
361	0.956937
362	0.990571
363	0.824691
364	0.987629
365	0.989544
366	0.963646
367	0.917725
368	0.965269
369	0.966691
370	0.872933
371	0.980482
372	0.886033
373	0.967463
374	0.949579
375	0.98654
376	0.946202
377	0.970599
378	0.971446
379	0.961284
380	0.989967
381	0.971379
382	0.936945
383	0.916522
384	0.989741
385	0.963968
386	0.962592
387	0.930461
388	0.971344
389	0.960468
390	0.940453
391	0.978424
392	0.913809
393	0.985019
394	0.979664
395	0.951901
396	0.965084
397	0.992811
398	0.908754
399	0.988853
400	0.987507
401	0.992703
402	0.995087
403	0.965843
404	0.96421
405	0.980277
406	0.962711
407	0.966966
408	0.985943
409	0.989892
410	0.990883
411	0.9596
412	0.961486
413	0.949197
414	0.971311
415	0.981326
416	0.961893
417	0.994972
418	0.915529
419	0.947698
420	0.993933
421	0.982991
422	0.988349
423	0.990088
424	0.986868
425	0.994336
426	0.994057
427	0.980058
428	0.989355
429	0.958678
430	0.968695
431	0.981151
432	0.993623
433	0.983167
434	0.993716
435	0.982269
436	0.890051
437	0.98791
438	0.991489
439	0.910231
440	0.98045
441	0.985896
442	0.987564
443	0.952534
444	0.968875
445	0.984575
446	0.98921
447	0.989335
448	0.956537
449	0.989566
450	0.977996
451	0.974598
452	0.991942
453	0.99457
454	0.983411
455	0.984874
456	0.983163
457	0.995559
458	0.995537
459	0.992829
460	0.993716
461	0.970879
462	0.969008
463	0.969599
464	0.993037
465	0.974237
466	0.927067
467	0.979739
468	0.9954
469	0.969754
470	0.962889
471	0.900881
472	0.970093
473	0.9825
474	0.918985
475	0.947776
476	0.996113
477	0.966037
478	0.99222
479	0.99356
480	0.992801
481	0.937702
482	0.899587
483	0.992886
484	0.924756
485	0.991803
486	0.994981
487	0.988744
488	0.946413
489	0.987322
