0	0.957471
1	0.987653
2	0.988052
3	0.931277
4	0.962399
5	0.960148
6	0.948083
7	0.930947
8	0.960055
9	0.965426
10	0.982409
11	0.931616
12	0.993859
13	0.972808
14	0.990588
15	0.959545
16	0.96874
17	0.970149
18	0.991812
19	0.900444
20	0.994817
21	0.984544
22	0.994276
23	0.961795
24	0.967548
25	0.987029
26	0.984349
27	0.984267
28	0.942445
29	0.937938
30	0.949419
31	0.932159
32	0.918466
33	0.915792
34	0.965165
35	0.990522
36	0.985029
37	0.980548
38	0.99596
39	0.981378
40	0.915123
41	0.96791
42	0.932837
43	0.990692
44	0.916545
45	0.984586
46	0.936439
47	0.95267
48	0.969556
49	0.955431
50	0.959863
51	0.963428
52	0.958395
53	0.995604
54	0.986821
55	0.964254
56	0.988091
57	0.9305
58	0.990091
59	0.960464
60	0.991587
61	0.976219
62	0.992308
63	0.980157
64	0.988539
65	0.996439
66	0.992007
67	0.98667
68	0.960944
69	0.989236
70	0.965892
71	0.985089
72	0.938958
73	0.938731
74	0.955465
75	0.989607
76	0.9877
77	0.958858
78	0.970444
79	0.963557
80	0.979689
81	0.966948
82	0.931389
83	0.986408
84	0.904251
85	0.975153
86	0.91425
87	0.914787
88	0.971668
89	0.964768
90	0.962305
91	0.973781
92	0.990618
93	0.970429
94	0.988664
95	0.982946
96	0.991851
97	0.893918
98	0.929108
99	0.936583
100	0.957819
101	0.976544
102	0.981337
103	0.816988
104	0.943466
105	0.967646
106	0.930271
107	0.98378
108	0.995301
109	0.951094
110	0.996149
111	0.954225
112	0.991473
113	0.929075
114	0.88584
115	0.903146
116	0.9747
117	0.974899
118	0.978249
119	0.981848
120	0.98825
121	0.985988
122	0.915537
123	0.991806
124	0.986874
125	0.876585
126	0.995411
127	0.934277
128	0.925887
129	0.993493
130	0.960731
131	0.986437
132	0.987593
133	0.989125
134	0.902724
135	0.967242
136	0.923239
137	0.979806
138	0.894556
139	0.937061
140	0.920573
141	0.985761
142	0.996163
143	0.993396
144	0.894748
145	0.905239
146	0.96521
147	0.963943
148	0.929506
149	0.993065
150	0.989031
151	0.803983
152	0.953258
153	0.991069
154	0.947536
155	0.979688
156	0.984446
157	0.985269
158	0.918429
159	0.98502
160	0.995516
161	0.941615
162	0.987275
163	0.933836
164	0.984453
165	0.983128
166	0.95337
167	0.979459
168	0.748682
169	0.993681
170	0.990765
171	0.983008
172	0.964371
173	0.982379
174	0.962696
175	0.950539
176	0.969999
177	0.967714
178	0.890728
179	0.997019
180	0.995115
181	0.81067
182	0.893009
183	0.98581
184	0.753884
185	0.90861
186	0.907236
187	0.980272
188	0.99731
189	0.992326
190	0.969415
191	0.98553
192	0.896067
193	0.902417
194	0.993104
195	0.951642
196	0.993258
197	0.984411
198	0.99493
199	0.994634
200	0.969275
201	0.968579
202	0.993682
203	0.86887
204	0.956568
205	0.969221
206	0.986903
207	0.932558
208	0.925321
209	0.961166
210	0.945949
211	0.825622
212	0.949936
213	0.9947
214	0.974339
215	0.956714
216	0.980738
217	0.94844
218	0.940553
219	0.916715
220	0.913096
221	0.948563
222	0.981315
223	0.989028
224	0.993546
225	0.943675
226	0.916092
227	0.945261
228	0.961273
229	0.979581
230	0.893801
231	0.924528
232	0.96188
233	0.960383
234	0.970437
235	0.990265
236	0.954885
237	0.975187
238	0.995539
239	0.955164
240	0.994823
241	0.916223
242	0.989274
243	0.917026
244	0.957796
245	0.958895
246	0.99024
247	0.9576
248	0.954235
249	0.938239
250	0.938298
251	0.869058
252	0.947219
253	0.994823
254	0.973339
255	0.961023
256	0.892222
257	0.945197
258	0.946346
259	0.957225
260	0.959881
261	0.955948
262	0.965762
263	0.947193
264	0.966066
265	0.869571
266	0.964415
267	0.88533
268	0.987931
269	0.95684
270	0.986669
271	0.948991
272	0.911182
273	0.992904
274	0.92512
275	0.962251
276	0.764792
277	0.972576
278	0.91738
279	0.989365
280	0.953319
281	0.994027
282	0.976519
283	0.989364
284	0.967289
285	0.964731
286	0.95628
287	0.962319
288	0.934743
289	0.959222
290	0.988381
291	0.967603
292	0.970866
293	0.887815
294	0.988381
295	0.953728
296	0.954912
297	0.956622
298	0.972852
299	0.94648
300	0.854035
301	0.9485
302	0.993187
303	0.989803
304	0.986569
305	0.984591
306	0.930699
307	0.981052
308	0.989841
309	0.977341
310	0.946499
311	0.995887
312	0.972797
313	0.96266
314	0.989687
315	0.972534
316	0.90425
317	0.994978
318	0.986315
319	0.86306
320	0.962083
321	0.857646
322	0.903098
323	0.979639
324	0.960478
325	0.966465
326	0.867647
327	0.923412
328	0.993968
329	0.985896
330	0.981722
331	0.978421
332	0.967782
333	0.953582
334	0.801834
335	0.98493
336	0.986812
337	0.953833
338	0.987797
339	0.865015
340	0.976994
341	0.987444
342	0.927648
343	0.957376
344	0.979381
345	0.98425
346	0.891399
347	0.984743
348	0.960025
349	0.944023
350	0.990104
351	0.990382
352	0.935719
353	0.988943
354	0.989155
355	0.935743
356	0.970928
357	0.969899
358	0.993578
359	0.980784
360	0.947276
361	0.976557
362	0.989695
363	0.840222
364	0.966959
365	0.853815
366	0.946414
367	0.988887
368	0.896064
369	0.988963
370	0.89168
371	0.986491
372	0.821522
373	0.979862
374	0.992192
375	0.981246
376	0.955424
377	0.993979
378	0.985997
379	0.989562
380	0.94239
381	0.928943
382	0.759031
383	0.981326
384	0.891604
385	0.963301
386	0.992505
387	0.939861
388	0.799555
389	0.993083
390	0.970775
391	0.966389
392	0.904632
393	0.865678
394	0.993663
395	0.982538
396	0.994962
397	0.987299
398	0.894881
399	0.986801
400	0.917474
401	0.934665
402	0.944716
403	0.95483
404	0.990802
